מפעל,רכיב עלות,סוג תמחיר,מרכז עבודה,תאריך עדכון, עלות לסוג תמחיר 1 , עלות לסוג תמחיר 5 , עלות לסוג תמחיר 6 ,עלות לסוג תמחיר 7,מחלקה,,,
100,B12,1,WCUV01,, 3.88 , -   ,,,חצי אוטומטית דלתון,,,
100,B12,1,WCUV04,, 3.88 , -   ,,,חצי אוטומטית דלתון,,,
100,B12,1,WCUV651,, 3.88 , -   ,,,חצי אוטומטית דלתון,,,
100,B12,1,WCYC01,, 3.88 , -   ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC501,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC502,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC503,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC603,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC609,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC611,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC615,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC617,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC618,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC620,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC621,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC622,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC623,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC625,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC629,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC640,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC641,, -   , 1.20 ,,,הרכבה 3,,,
100,B12,5,WC670,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC711,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC712,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC714,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC718,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC719,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC722,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC733,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC738,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC743,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC770,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC772,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC773,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC774,, -   , 1.20 ,,,הרכבה 3,,,
100,B12,5,WC775,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC780,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WC785,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCASS651,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUSW02,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUSW03,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUSW05,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUV01,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUV04,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCUV651,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B12,5,WCYC01,, -   , 1.20 ,,,חצי אוטומטית דלתון,,,
100,B01,1,WC608,, 7.00 , -   ,,,הרכבה 3,,,
100,B01,1,WC619,, 7.00 , -   ,,,טרנדיוסר,,,
100,B01,1,WC766,, 7.00 , -   ,,,טרנדיוסר,,,
100,B01,1,WC604,, 7.00 , -   ,,,טרנדיוסר,,,
100,B01,1,WC605,, 7.00 , -   ,,,הרכבה 3,,,
100,B01,1,WC613,, 7.00 , -   ,,,הרכבה 3,,,
100,B01,1,WC628,, 22.93 , -   ,,,אוטומטית דלתון,,,
100,B01,5,WC608,, -   , 2.17 ,,,הרכבה 3,,,
100,B01,5,WC619,, -   , 2.17 ,,,טרנדיוסר,,,
100,B01,5,WC766,, -   , 2.17 ,,,טרנדיוסר,,,
100,B01,5,WC604,, -   , 2.17 ,,,טרנדיוסר,,,
100,B01,5,WC605,, -   , 2.17 ,,,הרכבה 3,,,
100,B01,5,WC613,, -   , 2.17 ,,,הרכבה 3,,,
100,B01,5,WC628,, -   , 7.10 ,,,אוטומטית דלתון,,,
100,B09,1,WC608,, 83.99 , -   ,,,הרכבה 3,,,
100,B09,1,WC619,, 83.99 , -   ,,,טרנדיוסר,,,
100,B09,1,WC766,, 83.99 , -   ,,,טרנדיוסר,,,
100,B09,1,WC604,, 83.99 , -   ,,,טרנדיוסר,,,
100,B09,1,WC605,, 83.99 , -   ,,,הרכבה 3,,,
100,B09,1,WC613,, 83.99 , -   ,,,הרכבה 3,,,
100,B09,1,WC628,, 83.99 , -   ,,,אוטומטית דלתון,,,
100,B09,5,WC608,, -   , 25.84 ,,,הרכבה 3,,,
100,B09,5,WC619,, -   , 25.84 ,,,טרנדיוסר,,,
100,B09,5,WC766,, -   , 25.84 ,,,טרנדיוסר,,,
100,B09,5,WC604,, -   , 25.84 ,,,טרנדיוסר,,,
100,B09,5,WC605,, -   , 25.84 ,,,הרכבה 3,,,
100,B09,5,WC613,, -   , 25.84 ,,,הרכבה 3,,,
100,B09,5,WC628,, -   , 25.84 ,,,אוטומטית דלתון,,,
100,B11,1,WC608,, 73.65 , -   ,,,הרכבה 3,,,
100,B11,1,WC619,, 73.65 , -   ,,,טרנדיוסר,,,
100,B11,1,WC766,, 73.65 , -   ,,,טרנדיוסר,,,
100,B11,1,WC604,, 73.65 , -   ,,,טרנדיוסר,,,
100,B11,1,WC605,, 73.65 , -   ,,,הרכבה 3,,,
100,B11,1,WC613,, 73.65 , -   ,,,הרכבה 3,,,
100,B11,1,WC628,, 73.65 , -   ,,,אוטומטית דלתון,,,
100,B11,5,WC608,, -   , 22.66 ,,,הרכבה 3,,,
100,B11,5,WC619,, -   , 22.66 ,,,טרנדיוסר,,,
100,B11,5,WC766,, -   , 22.66 ,,,טרנדיוסר,,,
100,B11,5,WC604,, -   , 22.66 ,,,טרנדיוסר,,,
100,B11,5,WC605,, -   , 22.66 ,,,הרכבה 3,,,
100,B11,5,WC613,, -   , 22.66 ,,,הרכבה 3,,,
100,B11,5,WC628,, -   , 22.66 ,,,אוטומטית דלתון,,,
100,B12,1,WC608,, 3.88 , -   ,,,הרכבה 3,,,
100,B12,1,WC619,, 3.88 , -   ,,,טרנדיוסר,,,
100,B12,1,WC766,, 3.88 , -   ,,,טרנדיוסר,,,
100,B12,1,WC604,, 3.88 , -   ,,,טרנדיוסר,,,
100,B12,1,WC605,, 3.88 , -   ,,,הרכבה 3,,,
100,B12,1,WC613,, 3.88 , -   ,,,הרכבה 3,,,
100,B12,1,WC628,, 12.71 , -   ,,,אוטומטית דלתון,,,
100,B12,5,WC608,, -   , 1.20 ,,,הרכבה 3,,,
100,B12,5,WC619,, -   , 1.20 ,,,טרנדיוסר,,,
100,B12,5,WC766,, -   , 1.20 ,,,טרנדיוסר,,,
100,B12,5,WC604,, -   , 1.20 ,,,טרנדיוסר,,,
100,B12,5,WC605,, -   , 1.20 ,,,הרכבה 3,,,
100,B12,5,WC613,, -   , 1.20 ,,,הרכבה 3,,,
100,B12,5,WC628,, -   , 3.93 ,,,אוטומטית דלתון,,,
100,B01,1,WC612,, 7.00 , -   ,,,הרכבה 3,,,
100,B01,5,WC612,, -   , 2.17 ,,,הרכבה 3,,,
100,B09,1,WC612,, 83.99 , -   ,,,הרכבה 3,,,
100,B09,5,WC612,, -   , 25.84 ,,,הרכבה 3,,,
100,B11,1,WC612,, 73.65 , -   ,,,הרכבה 3,,,
100,B11,5,WC612,, -   , 22.66 ,,,הרכבה 3,,,
100,B12,1,WC612,, 3.88 , -   ,,,הרכבה 3,,,
100,B12,5,WC612,, -   , 1.20 ,,,הרכבה 3,,,
100,B09,1,WC706,, 80.44 , -   ,,,עבודה ידנית,,,
100,B09,1,WC705,, 80.44 , -   ,,,עבודה ידנית,,,
100,B09,5,WC700,, -   , 24.75 ,,,עבודה ידנית,,,
100,B09,5,WC706,, -   , 24.75 ,,,עבודה ידנית,,,
100,B09,5,WC705,, -   , 24.75 ,,,עבודה ידנית,,,
100,B11,1,WC706,, 99.20 , -   ,,,עבודה ידנית,,,
100,B11,1,WC705,, 99.20 , -   ,,,עבודה ידנית,,,
100,B11,5,WC700,, -   , 30.52 ,,,עבודה ידנית,,,
100,B11,5,WC706,, -   , 30.52 ,,,עבודה ידנית,,,
100,B11,5,WC705,, -   , 30.52 ,,,עבודה ידנית,,,
100,B01,1,WC001048,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC001051,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC001380,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC002003,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC200031,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC200470,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC200477,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC204011,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC204044,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC210535,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC210536,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC210537,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC214175,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220547,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220549,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220555,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220556,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220559,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC220701,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC224211,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC230307,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC230567,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC230569,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC230571,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC230861,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC240570,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC240573,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC240601,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC244302,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC250389,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC250605,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC250606,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC250613,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC256567,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC260610,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC260611,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC264471,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC270511,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC270628,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC274544,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC274545,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280001,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280002,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280101,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280102,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280103,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280104,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280105,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280106,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280107,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280108,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280109,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280110,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280111,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280456,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280654,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280670,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC280673,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286059,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286060,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286061,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286062,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286063,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286064,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286065,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286066,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286067,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286068,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC286069,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290671,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290677,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290685,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290687,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290688,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC290696,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC294688,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC294689,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC300624,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC300697,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC300701,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC300703,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC300706,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC302901,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC302902,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC304868,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC310001,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC314941,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320001,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320002,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320003,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320717,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320722,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320726,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320727,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC320733,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330051,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330052,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330734,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330737,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330738,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330739,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330740,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330741,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC330808,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC335140,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC340744,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC340745,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC340755,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC340872,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC349101,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC349102,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC350102,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC350773,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC350971,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC350972,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC355220,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC355250,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC359103,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360048,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360491,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360783,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360785,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360786,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360792,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360795,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360797,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC360799,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC365309,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC369104,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC370800,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC370816,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC370825,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC370829,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC371087,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC375315,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380201,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380846,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380847,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380848,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380851,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380854,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380855,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC385383,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC385391,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC385403,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC834696,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC865850,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC865851,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC865852,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC916465,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC916466,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC916498,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC916499,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC916514,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC920871,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC920891,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC926625,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC936677,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC940341,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC940351,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC940651,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC940661,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC960187,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC960211,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC960841,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC968714,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC970311,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC970851,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC978823,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC980311,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC980329,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC980333,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC980363,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC981272,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC999076,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBABY01,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBABY02,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBDT1Z,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY01,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY02,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY03,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY04,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY05,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY06,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY07,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY08,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY09,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY10,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY11,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY12,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY13,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY14,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY15,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY16,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY17,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY19,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY20,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODYAL,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODYLB,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHLBGXL,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL01,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL02,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL03,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL04,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL05,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL06,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL07,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL08,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDL09,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCHNDLAL,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCPLUG01,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCPLUG02,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCPLUG11,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCPLUG12,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCROTO36,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WVBODYLB,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WZ220559,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY19,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WCBODY20,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC380866,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC390877,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC390882,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC390883,, 7.00 , -   ,,,תבניות,,,
100,B01,1,WC390884,, 7.00 , -   ,,,תבניות,,,
100,B01,5,WC001048,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC001051,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC001380,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC002003,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC200031,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC200470,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC200477,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC204011,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC204044,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC210535,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC210536,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC210537,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC214175,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220547,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220549,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220555,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220556,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220559,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC220701,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC224211,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC230307,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC230567,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC230569,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC230571,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC230861,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC240570,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC240573,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC240601,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC244302,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC250389,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC250605,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC250606,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC250613,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC256567,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC260610,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC260611,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC264471,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC270511,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC270628,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC274544,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC274545,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280001,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280002,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280101,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280102,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280103,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280104,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280105,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280106,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280107,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280108,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280109,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280110,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280111,, -   , 2.17 ,,,תבניות,,,
100,B01,5,WC280456,, -   , 2.17 ,,,תבניות,,,
