מפעל,רכיב עלות,סוג תמחיר,מרכז עבודה,תאריך עדכון, עלות לסוג תמחיר 1 , עלות לסוג תמחיר 5 , עלות לסוג תמחיר 6 ,עלות לסוג תמחיר 7,מחלקה,,,
100,B01,5,WCASS214,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS216,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS217,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS219,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS220,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS221,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS222,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS240,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS255,, -   , 7.10 ,,,הרכבה,,,
100,B01,5,WCASS257,, -   , 7.10 ,,,הרכבה,,,
100,B09,1,WCASS001,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS002,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS003,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS004,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS005,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS006,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS007,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS008,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS009,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS010,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS012,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS013,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS014,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS015,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS016,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS017,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS018,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS019,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS020,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS021,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS022,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS205,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS206,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS208,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS210,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS214,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS216,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS217,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS219,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS220,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS221,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS222,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS240,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS255,, 108.04 , -   ,,,הרכבה,,,
100,B09,1,WCASS257,, 108.04 , -   ,,,הרכבה,,,
100,B09,5,WCASS001,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS002,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS003,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS004,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS005,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS006,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS007,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS008,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS009,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS010,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS012,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS013,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS014,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS015,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS016,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS017,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS018,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS019,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS020,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS021,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS022,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS205,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS206,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS208,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS210,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS214,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS216,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS217,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS219,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS220,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS221,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS222,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS240,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS255,, -   , 33.24 ,,,הרכבה,,,
100,B09,5,WCASS257,, -   , 33.24 ,,,הרכבה,,,
100,B11,1,WCASS001,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS002,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS003,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS004,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS005,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS006,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS007,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS008,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS009,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS010,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS012,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS013,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS014,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS015,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS016,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS017,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS018,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS019,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS020,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS021,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS022,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS205,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS206,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS208,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS210,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS214,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS216,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS217,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS219,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS220,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS221,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS222,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS240,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS255,, 92.63 , -   ,,,הרכבה,,,
100,B11,1,WCASS257,, 92.63 , -   ,,,הרכבה,,,
100,B11,5,WCASS001,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS002,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS003,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS004,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS005,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS006,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS007,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS008,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS009,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS010,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS012,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS013,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS014,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS015,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS016,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS017,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS018,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS019,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS020,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS021,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS022,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS205,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS206,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS208,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS210,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS214,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS216,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS217,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS219,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS220,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS221,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS222,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS240,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS255,, -   , 28.50 ,,,הרכבה,,,
100,B11,5,WCASS257,, -   , 28.50 ,,,הרכבה,,,
100,B12,1,WCASS001,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS002,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS003,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS004,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS005,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS006,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS007,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS008,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS009,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS010,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS012,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS013,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS014,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS015,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS016,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS017,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS018,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS019,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS020,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS021,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS022,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS205,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS206,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS208,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS210,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS214,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS216,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS217,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS219,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS220,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS221,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS222,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS240,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS255,, 12.71 , -   ,,,הרכבה,,,
100,B12,1,WCASS257,, 12.71 , -   ,,,הרכבה,,,
100,B12,5,WCASS001,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS002,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS003,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS004,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS005,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS006,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS007,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS008,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS009,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS010,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS012,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS013,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS014,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS015,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS016,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS017,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS018,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS019,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS020,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS021,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS022,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS205,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS206,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS208,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS210,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS214,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS216,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS217,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS219,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS220,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS221,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS222,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS240,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS255,, -   , 3.93 ,,,הרכבה,,,
100,B12,5,WCASS257,, -   , 3.93 ,,,הרכבה,,,
100,B01,1,WC202,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC213,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC296,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC297,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC602,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC630,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC710,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC717,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC731,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC732,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC734,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC735,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC736,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC737,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC760,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC761,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WC763,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCASS201,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCASS207,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCASS295,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCASS299,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCINJ101,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCINJ116,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,1,WCUSW01,, 7.00 , -   ,,,הרכבות ידניות,,,
100,B01,5,WC202,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC213,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC296,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC297,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC602,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC630,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC710,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC717,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC731,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC732,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC734,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC735,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC736,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC737,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC760,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC761,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WC763,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCASS201,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCASS207,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCASS295,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCASS299,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCINJ101,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCINJ116,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B01,5,WCUSW01,, -   , 2.17 ,,,הרכבות ידניות,,,
100,B09,1,WC202,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC213,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC296,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC297,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC601,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC602,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC614,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC624,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC630,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC631,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC632,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC650,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC701,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC707,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC708,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC710,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC713,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC715,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC717,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC720,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC724,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC726,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC727,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC731,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC732,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC734,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC735,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC736,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC737,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC740,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC741,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC742,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC760,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC761,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC763,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC765,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC771,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WC795,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS011,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS201,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS202,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS203,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS207,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS295,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCASS299,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCINJ101,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCINJ116,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCUSW01,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCUV03,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,1,WCVENT01,, 80.44 , -   ,,,הרכבות ידניות,,,
100,B09,5,WC202,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC213,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC296,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC297,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC601,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC602,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC614,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC624,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC630,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC631,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC632,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC650,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC701,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC707,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC708,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC710,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC713,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC715,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC717,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC720,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC724,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC726,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC727,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC731,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC732,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC734,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC735,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC736,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC737,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC740,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC741,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC742,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC760,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC761,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC763,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC765,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC771,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WC795,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS011,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS201,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS202,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS203,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS207,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS295,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCASS299,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCINJ101,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCINJ116,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCUSW01,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCUV03,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B09,5,WCVENT01,, -   , 24.75 ,,,הרכבות ידניות,,,
100,B11,1,WC202,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC213,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC296,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC297,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC601,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC602,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC614,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC624,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC630,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC631,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC632,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC650,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC701,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC707,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC708,, 99.20 , -   ,,,הרכבות ידניות,,,
100,B11,1,WC710,, 99.20 , -   ,,,הרכבות ידניות,,,
